mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
LGA60810,Local Government Area (LGA),Central Coast (Tas.),2021,Persons,231,"23,263",992.4,545.7,1.08,67,29.0,193.1,797,38.4,27,40.9,81.4,82.5
SA330603,Statistical Area Level 3 (SA3),Innisfail - Cassowary Coast,2021,Females,127,"17,405",729.7,485.1,1.14,45,35.4,221.1,985,62.1,28,62.2,143.8,83.3
SA310106,Statistical Area Level 3 (SA3),Young - Yass,2022,Persons,371,"38,237",970.3,633.9,1.16,118,31.8,241.2,"1,709",49.2,59,50.0,126.0,80.7
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2021,Persons,784,"124,990",627.3,338.5,0.67,138,17.6,93.7,"1,840",16.3,50,36.2,36.3,87.6
SA331601,Statistical Area Level 3 (SA3),Buderim,2022,Persons,465,"60,685",766.3,446.0,0.81,115,24.7,163.2,"1,812",33.2,51,44.3,74.1,85.4
LGA52940,Local Government Area (LGA),Dowerin,2020,Males,4,380,968.1,,,2,,,46,134.1,1,,,
SA370104,Statistical Area Level 3 (SA3),Palmerston,2019,Persons,112,"38,080",294.1,707.3,1.35,71,63.4,264.0,"1,460",38.9,41,57.7,139.7,69.0
PHN701,Primary Health Network (PHN),Northern Territory,2021,Persons,"1,139","248,136",459.0,688.3,1.36,730,64.1,318.3,"16,146",66.8,417,57.1,180.1,67.8
SA312201,Statistical Area Level 3 (SA3),Manly,2023,Females,108,"22,737",475.0,325.2,0.75,27,25.0,108.0,411,19.7,8,29.6,,87.0
SA321503,Statistical Area Level 3 (SA3),Murray River - Swan Hill,2023,Females,197,"18,646",1056.5,495.1,1.15,45,22.8,181.4,671,41.1,22,48.9,101.2,86.4
LGA10050,Local Government Area (LGA),Albury,2023,Females,247,"29,367",842.6,485.6,1.13,59,23.8,169.9,873,33.1,36,61.0,106.1,84.2
SA311002,Statistical Area Level 3 (SA3),Inverell - Tenterfield,2020,Males,207,"19,377",1068.3,664.0,1.14,82,39.6,309.0,"1,104",63.6,47,57.3,190.0,78.1
SA350102,Statistical Area Level 3 (SA3),Bunbury,2021,Males,397,"55,429",716.2,599.8,1.0,157,39.5,236.9,"2,565",49.6,83,52.9,127.7,79.0
SA321401,Statistical Area Level 3 (SA3),Frankston,2022,Persons,"1,145","141,161",811.1,612.6,1.12,383,33.4,244.0,"6,102",46.7,191,49.9,123.9,82.6
SA310102,Statistical Area Level 3 (SA3),Queanbeyan,2021,Females,152,"31,826",477.6,469.6,1.1,55,36.2,161.8,"1,139",37.8,23,41.8,67.3,80.3
LGA71300,Local Government Area (LGA),East Arnhem,2022,Females,28,"5,104",541.2,,,24,85.5,,600,118.5,12,50.5,,55.0
LGA36580,Local Government Area (LGA),Somerset,2020,Females,71,"12,461",569.9,447.7,1.09,31,43.7,180.9,407,35.2,16,51.6,,80.2
SA310302,Statistical Area Level 3 (SA3),Lachlan Valley,2023,Females,316,"27,116",1165.4,561.6,1.3,78,24.7,219.8,"1,002",42.1,41,52.6,121.1,86.1
LGA11650,Local Government Area (LGA),Central Coast (NSW),2021,Males,"1,723","169,773",1014.9,673.5,1.13,596,34.6,284.6,"8,464",54.9,279,46.8,139.7,80.5
LGA36150,Local Government Area (LGA),Quilpie,2021,Persons,6,718,799.7,,,2,,,59,88.5,1,,,
PHN502,Primary Health Network (PHN),Perth South,2019,Persons,"5,974","1,024,082",583.4,498.6,0.96,"2,013",33.7,186.9,"33,996",35.4,"1,031",51.2,98.2,82.0
LGA24410,Local Government Area (LGA),Maroondah,2019,Females,419,"60,409",694.2,419.1,0.96,86,20.6,120.7,959,17.3,39,45.3,56.9,87.1
SA330303,Statistical Area Level 3 (SA3),Mt Gravatt,2019,Males,204,"38,736",526.6,532.9,0.86,76,37.3,213.4,"1,499",40.9,43,56.6,122.6,80.4
LGA52940,Local Government Area (LGA),Dowerin,2019,Males,5,379,1309.4,,,2,,,32,91.5,1,,,
LGA35670,Local Government Area (LGA),Napranum,2019,Persons,5,904,541.2,,,3,,,66,75.4,3,,,
SA331104,Statistical Area Level 3 (SA3),Jimboomba,2021,Males,125,"31,272",399.7,618.1,1.04,77,61.6,256.1,"1,340",44.2,33,42.9,109.0,71.2
SA310901,Statistical Area Level 3 (SA3),Albury,2022,Males,352,"33,277",1057.8,802.6,1.24,145,41.2,365.4,"2,248",73.4,86,59.3,219.0,79.0
LGA10800,Local Government Area (LGA),Bland,2021,Females,25,"2,733",917.5,480.0,1.12,7,28.1,,131,53.9,2,,,83.8
SA321401,Statistical Area Level 3 (SA3),Frankston,2019,Females,504,"72,275",697.3,497.1,1.14,134,26.6,167.9,"2,062",30.9,61,45.5,80.7,84.2
SA331501,Statistical Area Level 3 (SA3),Far North,2020,Males,94,"17,555",535.5,826.2,1.42,58,61.7,338.0,"1,153",67.7,40,69.0,231.7,69.3
LGA35010,Local Government Area (LGA),Moreton Bay,2022,Males,"1,898","244,357",776.7,662.9,1.02,701,36.9,253.0,"10,488",46.2,315,44.9,115.8,79.2
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2022,Males,246,"26,554",926.4,571.3,0.88,84,34.1,222.6,"1,056",44.2,39,46.4,106.3,79.5
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2020,Persons,690,"93,047",741.6,467.3,0.95,209,30.3,181.2,"3,406",40.4,103,49.3,92.5,82.0
SA370102,Statistical Area Level 3 (SA3),Darwin Suburbs,2020,Persons,231,"57,677",400.5,535.8,1.09,126,54.5,219.5,"2,424",43.6,70,55.6,122.8,73.3
SA310802,Statistical Area Level 3 (SA3),Kempsey - Nambucca,2020,Males,318,"25,496",1247.3,747.7,1.28,133,41.8,360.3,"1,806",78.9,54,40.6,169.2,78.2
SA321103,Statistical Area Level 3 (SA3),Maroondah,2023,Persons,871,"116,970",744.6,511.6,1.0,243,27.9,190.3,"4,147",38.7,106,43.6,85.8,83.9
SA340701,Statistical Area Level 3 (SA3),Fleurieu - Kangaroo Island,2021,Females,277,"28,612",968.1,393.3,0.92,57,20.6,128.7,833,34.3,24,42.1,55.4,85.9
LGA26080,Local Government Area (LGA),Queenscliffe,2022,Males,17,"1,554",1110.3,,,3,17.2,,11,9.2,1,,,86.3
SA4210,Statistical Area Level 4 (SA4),Melbourne - North West,2020,Females,"1,070","214,253",499.4,397.7,0.97,275,25.7,129.3,"4,703",23.5,124,45.1,58.7,84.8
LGA30250,Local Government Area (LGA),Aurukun,2020,Persons,9,"1,196",752.5,,,9,,,190,159.5,6,,,
LGA54310,Local Government Area (LGA),Karratha,2020,Persons,42,"23,245",180.7,,,36,85.7,,935,40.5,20,55.6,,55.5
SA330801,Statistical Area Level 3 (SA3),Central Highlands (Qld),2023,Persons,137,"30,054",455.8,597.7,1.17,77,56.2,270.2,"1,259",43.5,47,61.0,162.1,71.1
LGA14000,Local Government Area (LGA),Hornsby,2021,Females,552,"77,298",714.7,376.1,0.88,81,14.6,89.1,"1,155",16.5,38,47.0,41.3,88.7
LGA48410,Local Government Area (LGA),West Torrens,2021,Persons,541,"62,426",866.6,510.2,1.01,129,23.9,202.2,"1,840",32.5,57,44.4,91.8,85.3
SA320101,Statistical Area Level 3 (SA3),Ballarat,2021,Persons,937,"115,935",808.2,567.4,1.12,327,34.9,242.2,"4,829",45.3,155,47.4,115.4,81.6
LGA48050,Local Government Area (LGA),Victor Harbor,2020,Persons,202,"16,043",1262.1,460.5,0.94,44,21.5,191.2,573,44.0,18,41.9,,85.1
LGA20830,Local Government Area (LGA),Baw Baw,2022,Females,244,"30,347",802.7,496.8,1.08,72,29.5,197.7,"1,079",39.3,24,33.4,76.0,84.3
SA331304,Statistical Area Level 3 (SA3),Narangba - Burpengary,2021,Males,229,"34,776",658.5,632.1,1.06,117,51.1,306.7,"1,886",57.5,59,50.4,157.4,74.7
LGA24970,Local Government Area (LGA),Monash,2020,Persons,"1,310","200,791",652.4,408.0,0.83,287,21.9,140.2,"4,447",24.3,144,50.2,70.7,85.4
LGA46090,Local Government Area (LGA),Port Augusta,2020,Males,73,"7,514",974.5,904.3,1.55,38,52.3,484.6,683,96.8,25,65.3,317.1,74.2
GCC7GDAR,Greater Capital City Statistical Areas (GCCSA),Greater Darwin,2020,Females,221,"71,355",309.7,451.7,1.1,126,57.0,188.5,"2,876",41.5,73,57.9,108.7,70.8
LGA10850,Local Government Area (LGA),Blayney,2019,Females,28,"3,729",748.7,479.0,1.09,9,32.1,,72,21.0,5,,,82.0
SA340403,Statistical Area Level 3 (SA3),West Torrens,2021,Persons,574,"65,802",872.3,508.6,1.0,137,23.9,201.0,"1,943",32.6,60,43.8,89.7,85.3
SA312301,Statistical Area Level 3 (SA3),Camden,2021,Persons,361,"73,973",488.0,537.1,1.06,117,32.4,168.5,"1,815",25.7,58,49.6,85.1,82.4
LGA35740,Local Government Area (LGA),Noosa,2021,Females,246,"29,099",846.3,423.8,0.99,68,27.6,157.8,949,36.9,24,35.9,54.5,85.2
LGA59310,Local Government Area (LGA),Wongan-Ballidu,2022,Males,7,696,1021.9,,,4,,,52,83.9,2,,,
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2023,Males,199,"18,106",1099.1,633.2,1.05,65,32.7,258.0,977,60.6,38,58.5,161.1,80.3
LGA15850,Local Government Area (LGA),Narromine,2019,Persons,65,"6,567",990.1,691.2,1.32,29,43.9,377.6,385,64.6,17,58.6,,76.0
LGA25620,Local Government Area (LGA),Murrindindi,2023,Females,59,"7,384",798.6,432.2,1.0,27,45.7,218.7,292,44.4,10,37.0,,76.5
SA312602,Statistical Area Level 3 (SA3),Ryde - Hunters Hill,2019,Females,453,"75,490",600.1,344.0,0.79,65,14.3,83.0,"1,044",15.1,33,50.8,43.8,89.1
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2023,Males,251,"26,870",934.1,578.2,0.96,105,41.8,288.0,"1,516",63.1,47,44.8,144.6,77.7
SA331104,Statistical Area Level 3 (SA3),Jimboomba,2020,Persons,157,"59,561",263.6,400.0,0.81,89,56.7,156.7,"2,078",36.0,51,57.3,89.6,72.1
LGA53080,Local Government Area (LGA),Dundas,2019,Males,3,395,751.3,,,2,,,39,103.1,1,,,
LGA62810,Local Government Area (LGA),Hobart,2023,Persons,458,"55,969",818.3,555.5,1.08,106,23.1,162.6,"1,457",28.4,60,56.6,96.8,84.7
PHN401,Primary Health Network (PHN),Adelaide,2022,Persons,"10,596","1,296,329",817.4,538.0,0.98,"3,062",28.9,205.4,"46,066",38.9,"1,345",43.9,92.7,83.5
LGA74680,Local Government Area (LGA),West Daly,2021,Females,5,"1,726",300.1,,,4,,,136,80.1,2,,,
SA311401,Statistical Area Level 3 (SA3),Shoalhaven,2021,Persons,"1,125","108,349",1038.3,549.3,1.08,359,31.9,236.3,"4,955",51.9,161,44.8,113.6,82.1
SA312002,Statistical Area Level 3 (SA3),Leichhardt,2022,Males,178,"27,108",656.6,646.0,1.0,70,39.3,236.0,893,34.9,30,42.9,99.5,79.5
SA311203,Statistical Area Level 3 (SA3),Tweed Valley,2022,Males,591,"47,578",1242.2,643.6,0.99,172,29.1,255.1,"2,127",50.7,74,43.0,117.5,82.2
SA340504,Statistical Area Level 3 (SA3),Yorke Peninsula,2022,Females,151,"13,459",1121.9,475.0,1.03,46,30.5,211.9,638,56.0,16,34.8,,82.3
LGA14920,Local Government Area (LGA),Liverpool Plains,2023,Persons,76,"7,667",991.3,619.4,1.21,36,47.4,358.9,577,84.4,18,50.0,,77.2
LGA54970,Local Government Area (LGA),Laverton,2023,Persons,8,"1,447",574.2,,,6,,,170,118.9,4,,,
PHN303,Primary Health Network (PHN),Gold Coast,2019,Males,"1,971","307,658",640.6,547.9,0.89,785,39.8,226.1,"11,965",41.6,401,51.1,119.4,78.8
SA312501,Statistical Area Level 3 (SA3),Auburn,2019,Persons,367,"104,051",352.7,487.0,0.93,147,40.1,173.7,"2,915",29.0,73,49.7,85.5,79.7
SA4128,Statistical Area Level 4 (SA4),Sydney - Sutherland,2023,Persons,"1,774","234,458",756.6,462.9,0.9,388,21.9,141.0,"5,704",26.8,163,42.0,60.9,85.3
PHN601,Primary Health Network (PHN),Tasmania,2021,Females,"2,339","285,835",818.3,489.2,1.14,655,28.0,172.1,"8,486",32.8,323,49.3,87.1,83.5
LGA16950,Local Government Area (LGA),Shoalhaven,2023,Females,585,"54,995",1064.3,496.7,1.15,135,23.1,177.9,"1,908",40.0,63,46.6,83.2,84.8
LGA54130,Local Government Area (LGA),Jerramungup,2019,Males,4,645,566.3,,,2,,,61,99.6,2,,,
SA330803,Statistical Area Level 3 (SA3),Rockhampton,2023,Males,558,"63,221",882.6,708.0,1.17,241,43.2,315.8,"3,347",57.1,128,53.1,170.1,78.0
SA360102,Statistical Area Level 3 (SA3),Hobart - North East,2020,Females,228,"29,835",764.2,411.5,1.0,50,21.9,131.1,663,24.7,28,56.0,75.9,85.3
SA4118,Statistical Area Level 4 (SA4),Sydney - Eastern Suburbs,2019,Males,768,"136,968",560.7,495.2,0.8,234,30.5,171.2,"3,795",29.5,124,53.0,91.8,83.0
SA320601,Statistical Area Level 3 (SA3),Brunswick - Coburg,2019,Females,230,"48,463",474.6,384.1,0.88,46,20.0,109.1,780,17.2,26,56.5,59.9,86.4
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2023,Persons,716,"117,687",608.4,667.4,1.3,297,41.5,260.2,"4,554",40.7,155,52.2,135.4,78.2
SA330701,Statistical Area Level 3 (SA3),Darling Downs (West) - Maranoa,2019,Females,141,"21,956",642.2,483.1,1.1,39,27.7,163.7,577,28.4,21,53.8,87.7,84.4
SA4309,Statistical Area Level 4 (SA4),Gold Coast,2022,Males,"2,491","323,823",769.2,617.2,0.95,825,33.1,228.1,"12,927",43.2,399,48.4,112.7,80.5
SA4115,Statistical Area Level 4 (SA4),Sydney - Baulkham Hills and Hawkesbury,2019,Females,634,"127,165",498.6,372.2,0.85,143,22.6,98.6,"2,059",17.3,59,41.3,42.1,87.4
SA340202,Statistical Area Level 3 (SA3),Playford,2022,Persons,791,"104,147",759.5,734.5,1.34,329,41.6,326.9,"6,004",61.0,140,42.6,140.7,78.9
SA4105,Statistical Area Level 4 (SA4),Far West and Orana,2021,Persons,"1,194","117,180",1018.9,710.4,1.4,451,37.8,332.5,"7,373",68.9,226,50.1,175.4,79.8
SA350602,Statistical Area Level 3 (SA3),Belmont - Victoria Park,2023,Persons,511,"82,532",619.2,589.7,1.15,184,36.0,230.1,"3,057",39.2,89,48.4,110.2,81.0
SA320201,Statistical Area Level 3 (SA3),Bendigo,2022,Males,522,"50,109",1041.7,751.4,1.16,180,34.5,314.8,"2,550",55.4,78,43.3,138.7,81.0
PHN307,Primary Health Network (PHN),Northern Queensland,2021,Females,"2,007","352,287",569.6,467.0,1.09,678,33.8,169.7,"11,695",35.5,346,51.0,90.1,82.9
LGA60810,Local Government Area (LGA),Central Coast (Tas.),2022,Persons,230,"23,330",984.5,543.5,0.99,82,35.9,236.2,921,44.4,36,43.2,106.1,80.3
LGA43220,Local Government Area (LGA),Kimba,2023,Persons,10,"1,064",904.7,,,3,,,20,21.8,1,,,81.8
SA4111,Statistical Area Level 4 (SA4),Newcastle and Lake Macquarie,2022,Persons,"3,828","396,319",965.9,616.7,1.12,"1,078",28.2,233.7,"15,966",44.4,484,44.9,109.0,83.2
SA330302,Statistical Area Level 3 (SA3),Holland Park - Yeronga,2020,Persons,420,"80,852",519.5,514.0,1.05,123,29.3,173.1,"2,151",28.1,61,49.6,84.0,83.5
SA4123,Statistical Area Level 4 (SA4),Sydney - Outer South West,2020,Males,749,"146,100",512.7,620.7,1.07,370,49.4,252.1,"6,296",45.0,176,47.6,122.9,75.4
SA4601,Statistical Area Level 4 (SA4),Hobart,2023,Females,"1,081","129,713",833.4,500.6,1.16,271,25.1,170.1,"3,543",30.2,127,46.9,82.7,84.0
GCC2RVIC,Greater Capital City Statistical Areas (GCCSA),Rest of Vic.,2023,Males,"7,944","794,113",1000.4,664.7,1.1,"2,932",36.9,289.4,"42,078",58.5,"1,472",50.2,155.0,79.5
SA350702,Statistical Area Level 3 (SA3),Fremantle,2021,Females,174,"21,154",822.5,467.2,1.09,39,22.4,153.1,661,34.4,16,41.0,,86.4
LGA26260,Local Government Area (LGA),Southern Grampians,2022,Persons,200,"16,394",1222.5,644.7,1.18,61,30.3,288.6,992,68.7,34,55.8,168.2,83.3
SA321001,Statistical Area Level 3 (SA3),Keilor,2022,Males,289,"30,422",950.0,571.1,0.88,80,27.7,230.6,880,32.2,33,41.3,99.4,82.9
LGA62210,Local Government Area (LGA),George Town,2022,Males,45,"3,709",1226.0,721.8,1.12,24,52.2,407.1,348,104.4,11,45.8,,73.0
LGA14950,Local Government Area (LGA),Lockhart,2020,Females,8,"1,573",488.1,,,3,,,30,20.8,2,,,
LGA12730,Local Government Area (LGA),Edward River,2021,Females,52,"4,271",1222.5,575.3,1.35,14,27.3,,206,55.5,6,45.0,,84.9
LGA15520,Local Government Area (LGA),Murray River,2020,Persons,103,"12,588",822.0,487.6,0.99,46,44.3,273.1,742,66.6,28,60.1,177.4,76.5
LGA41060,Local Government Area (LGA),Charles Sturt,2022,Females,589,"64,092",918.5,462.4,1.0,112,19.0,141.7,"1,506",26.3,44,39.5,58.3,87.5
LGA54550,Local Government Area (LGA),Kojonup,2023,Males,11,"1,002",1072.3,,,7,60.9,,138,151.9,4,,,68.5
GCC1GSYD,Greater Capital City Statistical Areas (GCCSA),Greater Sydney,2021,Persons,"30,278","5,261,801",575.4,469.5,0.93,"9,397",31.0,169.9,"148,630",30.3,"4,273",45.5,78.4,82.8
LGA71000,Local Government Area (LGA),Darwin,2022,Persons,404,"84,851",476.2,597.3,1.09,201,49.7,241.7,"3,885",47.7,103,51.3,124.8,75.1
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2023,Females,99,"32,459",305.0,329.1,0.76,33,33.3,115.1,507,16.4,14,42.4,,82.2
REM3,Remoteness area,Outer Regional Australia,2021,Females,"7,537","1,027,685",733.4,477.3,1.12,"2,348",31.2,181.1,"35,688",38.0,"1,139",48.5,92.6,82.9
SA311103,Statistical Area Level 3 (SA3),Newcastle,2022,Females,841,"91,730",916.8,543.0,1.18,179,21.3,177.7,"2,536",30.4,80,44.7,82.6,87.0
SA4113,Statistical Area Level 4 (SA4),Riverina,2019,Persons,"1,400","162,853",859.7,593.8,1.14,464,33.1,246.6,"6,889",46.1,233,50.2,126.8,82.5
SA340402,Statistical Area Level 3 (SA3),Port Adelaide - West,2020,Males,259,"30,059",861.6,715.1,1.23,115,44.4,320.3,"1,746",61.8,55,47.8,160.0,77.6
LGA36070,Local Government Area (LGA),Pormpuraaw,2019,Persons,4,637,684.5,,,4,,,97,152.3,2,,,
LGA13910,Local Government Area (LGA),Hilltops,2023,Males,112,"9,562",1170.0,703.0,1.16,37,32.9,262.2,402,46.9,15,41.9,,80.6
LGA14950,Local Government Area (LGA),Lockhart,2019,Persons,17,"3,097",562.8,,,6,36.5,,77,26.4,3,,,79.1
SA330906,Statistical Area Level 3 (SA3),Nerang,2023,Males,228,"35,810",636.7,535.1,0.89,99,43.4,260.7,"1,775",53.4,52,52.5,139.9,77.0
LGA47910,Local Government Area (LGA),Tumby Bay,2023,Males,14,"1,490",969.8,,,4,28.6,,68,51.1,2,,,80.8
LGA12900,Local Government Area (LGA),Forbes,2023,Females,43,"4,665",918.3,440.3,1.02,9,21.9,,87,21.2,2,,,82.1
LGA41330,Local Government Area (LGA),Coober Pedy,2022,Males,17,922,1843.8,,,8,47.1,,215,279.2,7,,,76.5
SA360103,Statistical Area Level 3 (SA3),Hobart - North West,2021,Males,252,"29,097",866.1,712.8,1.19,99,39.3,319.9,"1,441",53.2,54,54.5,170.5,79.8
LGA65410,Local Government Area (LGA),Waratah-Wynyard,2023,Persons,152,"14,767",1029.3,618.1,1.21,52,34.2,298.1,972,74.5,24,46.2,146.5,79.6
PHN304,Primary Health Network (PHN),Darling Downs and West Moreton,2020,Persons,"3,879","597,346",649.4,542.6,1.1,"1,497",38.6,229.8,"25,667",46.1,813,54.3,128.5,79.3
SA331303,Statistical Area Level 3 (SA3),Caboolture Hinterland,2023,Females,39,"7,074",551.3,418.6,0.97,8,20.5,,92,14.1,4,,,84.8
SA350101,Statistical Area Level 3 (SA3),Augusta - Margaret River - Busselton,2023,Males,256,"30,780",831.7,594.4,0.98,99,38.7,262.6,"1,624",58.0,45,45.5,126.0,79.5
SA4201,Statistical Area Level 4 (SA4),Ballarat,2021,Females,682,"88,115",774.0,458.0,1.07,196,28.7,168.1,"2,627",32.9,83,42.3,72.2,83.4
SA330605,Statistical Area Level 3 (SA3),Tablelands (East) - Kuranda,2021,Females,178,"21,778",817.3,486.6,1.14,54,30.3,198.8,948,48.5,25,46.3,104.6,82.8
SA340103,Statistical Area Level 3 (SA3),Burnside,2022,Males,165,"22,277",740.7,439.3,0.68,42,25.5,161.1,613,30.8,17,40.5,,84.9
SA350603,Statistical Area Level 3 (SA3),Canning,2021,Males,306,"51,587",593.2,540.6,0.91,102,33.3,196.9,"1,688",34.8,54,52.9,103.5,81.6
LGA15750,Local Government Area (LGA),Narrabri,2021,Persons,128,"12,816",997.8,736.2,1.45,60,47.1,395.1,981,83.2,33,54.7,222.9,75.9
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2021,Males,164,"28,729",570.9,561.5,0.94,75,45.7,210.1,982,36.1,27,36.0,81.2,76.0
LGA26080,Local Government Area (LGA),Queenscliffe,2019,Persons,34,"2,843",1192.5,465.8,0.89,8,24.6,,131,56.5,5,,,86.3
LGA26080,Local Government Area (LGA),Queenscliffe,2022,Persons,43,"3,328",1304.7,385.7,0.7,5,12.3,,50,18.9,3,,,87.2
LGA14400,Local Government Area (LGA),Kiama,2022,Females,100,"11,699",856.0,338.7,0.73,14,14.0,,121,11.9,5,35.7,,87.2
SA4315,Statistical Area Level 4 (SA4),Queensland - Outback,2023,Persons,468,"82,158",569.6,632.2,1.23,243,51.9,292.4,"4,527",57.8,136,56.0,165.3,73.9
LGA53800,Local Government Area (LGA),Greater Geraldton,2022,Females,140,"20,937",670.2,473.7,1.03,47,33.8,200.9,842,43.8,18,38.9,,81.2
LGA52450,Local Government Area (LGA),Cunderdin,2021,Persons,11,"1,345",846.2,,,4,33.3,,87,71.9,2,,,82.3
LGA33620,Local Government Area (LGA),Gympie,2022,Persons,521,"55,114",945.0,574.7,1.05,192,36.9,241.3,"2,672",54.1,91,47.4,119.6,79.7
LGA62010,Local Government Area (LGA),Flinders (Tas.),2023,Females,4,453,883.0,,,1,,,3,8.1,0,,,
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2019,Females,193,"64,317",300.1,428.8,0.98,80,41.5,144.0,"1,466",23.6,37,46.3,67.0,79.6
SA4302,Statistical Area Level 4 (SA4),Brisbane - North,2022,Males,852,"113,176",752.8,662.4,1.02,290,34.0,254.6,"4,439",41.9,140,48.3,123.4,80.7
LGA44060,Local Government Area (LGA),Marion,2019,Females,379,"48,660",778.6,416.3,0.95,78,20.5,142.9,"1,164",26.4,33,42.1,66.7,87.5
LGA35740,Local Government Area (LGA),Noosa,2021,Males,251,"27,777",904.7,527.3,0.88,91,36.1,213.1,"1,157",46.9,45,49.8,122.5,80.6
LGA11520,Local Government Area (LGA),Canada Bay,2019,Females,301,"47,705",630.9,414.4,0.95,66,22.0,126.9,"1,039",23.7,27,41.5,55.3,86.1
SA330907,Statistical Area Level 3 (SA3),Ormeau - Oxenford,2023,Males,394,"86,548",455.2,555.2,0.92,168,42.6,207.4,"3,735",45.3,89,53.0,110.5,77.0
LGA50770,Local Government Area (LGA),Boyup Brook,2020,Persons,13,"1,805",697.9,,,5,38.8,,48,29.4,3,,,78.9
SA350102,Statistical Area Level 3 (SA3),Bunbury,2019,Persons,693,"108,007",641.6,527.2,1.01,279,40.3,224.2,"4,600",45.7,155,55.6,130.9,79.3
PHN204,Primary Health Network (PHN),Gippsland,2021,Females,"1,367","151,820",900.4,487.9,1.14,379,27.7,174.6,"5,032",37.0,156,41.2,76.5,84.2
LGA60810,Local Government Area (LGA),Central Coast (Tas.),2020,Persons,241,"22,903",1054.3,612.2,1.25,77,31.9,237.2,996,48.5,47,61.3,153.6,82.1
SA331608,Statistical Area Level 3 (SA3),Noosa Hinterland,2021,Males,92,"12,211",753.4,524.7,0.88,39,42.4,216.3,512,46.0,24,61.5,152.5,78.0
LGA25620,Local Government Area (LGA),Murrindindi,2020,Males,63,"7,672",821.0,534.8,0.92,29,46.0,243.6,323,46.5,16,55.2,,75.6
SA4601,Statistical Area Level 4 (SA4),Hobart,2023,Males,"1,002","123,941",808.4,634.9,1.05,360,35.9,260.0,"5,474",47.8,184,51.1,137.4,79.8
LGA41830,Local Government Area (LGA),Flinders Ranges,2021,Persons,22,"1,687",1274.5,,,7,32.1,,81,54.0,3,,,83.0
LGA15950,Local Government Area (LGA),North Sydney,2019,Females,133,"37,859",351.0,275.1,0.63,37,27.6,86.5,562,15.9,19,52.4,,83.3
LGA34530,Local Government Area (LGA),Livingstone,2023,Females,138,"20,371",677.4,438.0,1.02,43,31.2,161.4,679,36.7,25,58.1,91.3,83.1
SA4107,Statistical Area Level 4 (SA4),Illawarra,2020,Females,"1,202","157,832",761.6,453.8,1.11,306,25.5,163.2,"4,361",30.5,150,49.0,81.9,84.7
SA4124,Statistical Area Level 4 (SA4),Sydney - Outer West and Blue Mountains,2022,Females,"1,157","170,047",680.4,528.8,1.15,338,29.2,173.8,"5,156",32.6,165,48.8,87.3,83.4
LGA50910,Local Government Area (LGA),Brookton,2023,Persons,13,965,1328.5,,,5,35.4,,76,90.4,2,,,79.0
LGA32080,Local Government Area (LGA),Cairns,2020,Females,451,"84,955",530.5,492.1,1.2,170,37.8,180.6,"2,976",37.1,78,45.6,84.7,80.6
LGA61410,Local Government Area (LGA),Clarence,2022,Persons,564,"63,115",894.0,549.9,1.0,170,30.2,223.4,"2,272",39.9,76,44.7,102.9,82.5
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2019,Females,315,"37,498",840.0,525.7,1.2,99,31.4,204.7,"1,202",35.0,48,48.5,100.0,83.9
LGA52030,Local Government Area (LGA),Coorow,2021,Males,5,595,910.7,,,2,,,40,74.1,1,,,
LGA51750,Local Government Area (LGA),Claremont,2022,Persons,114,"11,780",970.4,414.9,0.76,23,19.9,158.5,272,26.8,14,59.6,,86.9
SA370202,Statistical Area Level 3 (SA3),Barkly,2020,Males,24,"3,055",785.6,,,22,91.7,,671,224.0,12,54.5,,54.0
LGA51960,Local Government Area (LGA),Coolgardie,2023,Females,5,"1,635",290.8,,,3,,,42,26.7,2,,,
LGA54760,Local Government Area (LGA),Kulin,2023,Persons,4,791,551.1,,,2,,,38,52.5,1,,,
SA331101,Statistical Area Level 3 (SA3),Beaudesert,2019,Females,70,"7,377",948.9,580.4,1.33,21,30.0,214.0,263,39.1,14,66.7,,82.5
LGA25900,Local Government Area (LGA),Port Phillip,2020,Females,235,"56,057",419.2,396.4,0.97,78,33.2,134.5,"1,529",28.8,42,53.8,70.7,83.6
SA351103,Statistical Area Level 3 (SA3),Goldfields,2022,Females,75,"18,454",406.4,516.0,1.12,48,64.0,274.4,"1,026",57.4,30,62.5,170.6,65.4
LGA23670,Local Government Area (LGA),Knox,2022,Persons,"1,258","159,549",788.3,553.6,1.01,369,29.3,196.4,"5,581",38.0,177,48.0,96.6,82.7
